gene_id	pvalue	padj	log2FoldChange	baseMean	rank	rank_frac	neglog10_pvalue	distance_to_line	selected_by_bend
ENSMUSG00000026628	0.0	0.0	5.97087651689662	14650.8125638744	1	0.0	300.0	0.0	True
ENSMUSG00000036390	0.0	0.0	3.51628381182173	7407.1258322948	2	4.658746797111577e-05	300.0	4.658720915398113e-05	True
ENSMUSG00000051379	0.0	0.0	3.75342209906902	5691.6137247449	3	9.317493594223154e-05	300.0	9.317441830796226e-05	True
ENSMUSG00000052684	0.0	0.0	1.92466208007051	12732.0800475042	4	0.0001397624039133473	300.0	0.0001397616274619434	True
ENSMUSG00000063632	0.0	0.0	3.27322619438355	2497.65847078636	5	0.00018634987188446308	300.0	0.0001863488366159245	True
ENSMUSG00000019647	9.68488e-318	3.4649280566e-314	3.51563819831424	4767.59580221023	6	0.00023293733985557886	300.0	0.00023293604576990565	True
ENSMUSG00000073680	1.4723406915260598e-280	4.51503789775691e-277	5.54718215950102	829.441405581674	7	0.0002795248078266946	279.831991685019	0.06694680176661859	True
ENSMUSG00000037428	2.14788593951927e-231	5.76331494721509e-228	2.23334483939714	16683.7522086158	8	0.0003261122757978104	230.6679887849616	0.23077932382301547	True
ENSMUSG00000042816	4.12567580510634e-226	9.840195203601421e-223	4.65751605272948	871.386730841559	9	0.00037269974376892616	225.38450490180765	0.2483442527947207	True
ENSMUSG00000001473	1.10426535925146e-197	2.37041602016918e-194	2.17804187964076	1906.16456694685	10	0.0004192872117400419	196.95692655141593	0.34305573945740386	True
ENSMUSG00000046223	3.82978808968239e-189	7.47365737573838e-186	3.12497870564791	1607.30022271194	11	0.0004658746797111577	188.41682525580362	0.37147600016150006	True
ENSMUSG00000031574	3.1235139259497e-188	5.5874458278696795e-185	3.94265223732176	608.571398802081	12	0.0005124621476822735	187.50535655344467	0.3744676252673534	True
ENSMUSG00000039328	2.97606204356582e-180	4.91416521747569e-177	1.94874145625898	1574.49890743604	13	0.0005590496156533892	179.52635801906118	0.4010175537101903	True
ENSMUSG00000004951	3.48506314057231e-180	5.343597526823219e-177	1.15400372698632	15797.5889209086	14	0.000605637083624505	179.45778934917178	0.401199527478218	True
ENSMUSG00000003752	1.02770856633247e-176	1.4707194723261902e-173	1.72179335266923	1040.75557864385	15	0.0006522245515956208	175.98813002345145	0.4127184078106278	True
ENSMUSG00000046688	1.563603670825e-156	2.0977697748705898e-153	1.91971429402471	3648.23954981493	16	0.0006988120195667365	155.8058733186586	0.47994563999477396	True
ENSMUSG00000025473	1.03061616334989e-155	1.3013650919099301e-152	2.67016631453317	1048.38171593927	17	0.0007453994875378523	154.98690305069832	0.48262893868000356	True
ENSMUSG00000050164	1.2054150967114301e-152	1.43752447033375e-149	2.33155773759956	465.540162224075	18	0.0007919869555089681	151.91886337369652	0.4928090942053765	True
ENSMUSG00000022044	3.0019408201639703e-152	3.3915611392442003e-149	2.07391787287171	2658.90010350879	19	0.0008385744234800838	151.52259787362826	0.4940833847391489	True
ENSMUSG00000028494	4.34094981465579e-152	4.65914143607006e-149	1.199389952076	3835.80421163028	20	0.0008851618914511996	151.3624152349731	0.49457073672522234	True
ENSMUSG00000030898	2.0741756563695103e-149	2.12020260188704e-146	6.17845771760935	448.701168850465	21	0.0009317493594223154	148.68315446715545	0.5034549696735047	True
ENSMUSG00000046731	1.0164582945723199e-147	9.917860796040621e-145	1.63392703070226	1157.2547643915	22	0.0009783368273934311	146.99291043582446	0.5090424982799207	True
ENSMUSG00000056749	2.10137984378745e-140	1.9612269446409299e-137	1.94436523806295	929.498103792387	23	0.001024924295364547	139.67749543776512	0.5333804937547048	True
ENSMUSG00000015652	2.4422148463662997e-139	2.18435766217079e-136	2.67526035113891	387.376097678084	24	0.0010715117633356627	138.61221613298449	0.5368848180517062	True
ENSMUSG00000024143	4.91111908979586e-139	4.21688329526232e-136	1.53293614421736	13685.106165604	25	0.0011180992313067784	138.30881953452771	0.5378495472809303	True
ENSMUSG00000022895	7.011293383704579e-138	5.78863168363856e-135	1.13335063437207	2049.89222855337	26	0.0011646866992778943	137.15420185969484	0.5416516645086084	True
ENSMUSG00000038059	2.93582953369431e-137	2.33409321371415e-134	2.69216254781066	1749.77928784434	27	0.00121127416724901	136.53226916494302	0.5436781748917363	True
ENSMUSG00000019876	3.4603411033182e-137	2.6528457901367297e-134	1.29063197350217	3057.61380875515	28	0.0012578616352201257	136.46088108849415	0.5438695466299935	True
ENSMUSG00000037447	7.94680411929468e-136	5.8822792146475704e-133	1.8055691627389	1684.07878809883	29	0.0013044491031912416	135.09980749177205	0.5483598464828858	True
ENSMUSG00000033902	9.470188784298749e-134	6.77623574812523e-131	1.82585789644729	1460.65785989145	30	0.0013510365711623573	133.02364136342945	0.5552337750114709	True
ENSMUSG00000030748	1.5317811034888502e-132	1.06068429572554e-129	1.09624298779403	4118.35590673666	31	0.001397624039133473	131.81480329236607	0.5592166259002453	True
ENSMUSG00000023905	4.05192617948362e-131	2.71808273027486e-128	2.51087707860323	1035.38057915614	32	0.001444211507104589	130.3923384754872	0.5639115620293267	True
ENSMUSG00000030102	8.83204302266103e-128	5.74511016740733e-125	1.63859398402026	2295.87096949066	33	0.0014907989750757046	127.0539388240738	0.5749929125179678	True
